id,visit,room,value,timepoint
14,2,living room,12,2108
14,2,living room,12,2109
14,2,living room,12,2110
14,2,living room,15,2111
14,2,living room,12,2112
14,2,living room,10,2113
14,2,living room,10,2114
14,2,living room,10,2115
14,2,living room,10,2116
14,2,living room,10,2117
14,2,living room,14,2118
14,2,living room,9,2119
14,2,living room,10,2120
14,2,living room,10,2121
14,2,living room,9,2122
14,2,living room,10,2123
14,2,living room,9,2124
14,2,living room,9,2125
14,2,living room,8,2126
14,2,living room,9,2127
14,2,living room,8,2128
14,2,living room,8,2129
14,2,living room,8,2130
14,2,living room,7,2131
14,2,living room,8,2132
14,2,living room,8,2133
14,2,living room,7,2134
14,2,living room,7,2135
14,2,living room,7,2136
14,2,living room,7,2137
14,2,living room,7,2138
14,2,living room,7,2139
14,2,living room,6,2140
14,2,living room,6,2141
14,2,living room,7,2142
14,2,living room,6,2143
14,2,living room,7,2144
14,2,living room,6,2145
14,2,living room,6,2146
14,2,living room,6,2147
14,2,living room,6,2148
14,2,living room,6,2149
14,2,living room,6,2150
14,2,living room,2.75,2151
14,2,living room,2.75,2152
14,2,living room,2.75,2153
14,2,living room,6,2154
14,2,living room,2.75,2155
14,2,living room,2.75,2156
14,2,living room,6,2157
14,2,living room,2.75,2158
14,2,living room,2.75,2159
14,2,living room,2.75,2160
14,2,living room,2.75,2161
14,2,living room,2.75,2162
14,2,living room,2.75,2163
14,2,living room,2.75,2164
14,2,living room,2.75,2165
14,2,living room,2.75,2166
14,2,living room,2.75,2167
14,2,living room,2.75,2168
14,2,living room,2.75,2169
14,2,living room,2.75,2170
14,2,living room,2.75,2171
14,2,living room,2.75,2172
14,2,living room,2.75,2173
14,2,living room,6,2174
14,2,living room,2.75,2175
14,2,living room,2.75,2176
14,2,living room,2.75,2177
14,2,living room,2.75,2178
14,2,living room,2.75,2179
14,2,living room,2.75,2180
14,2,living room,6,2181
14,2,living room,6,2182
14,2,living room,6,2183
14,2,living room,6,2184
14,2,living room,6,2185
14,2,living room,6,2186
14,2,living room,7,2187
14,2,living room,6,2188
14,2,living room,7,2189
14,2,living room,6,2190
14,2,living room,7,2191
14,2,living room,7,2192
14,2,living room,7,2193
14,2,living room,7,2194
14,2,living room,7,2195
14,2,living room,7,2196
14,2,living room,7,2197
14,2,living room,8,2198
14,2,living room,8,2199
14,2,living room,12,2200
14,2,living room,20,2201
14,2,living room,24,2202
14,2,living room,27,2203
14,2,living room,18,2204
14,2,living room,17,2205
14,2,living room,18,2206
14,2,living room,19,2207
14,2,living room,16,2208
14,2,living room,15,2209
14,2,living room,22,2210
14,2,living room,25,2211
14,2,living room,20,2212
20,0,bedroom,16,126
20,0,bedroom,12,127
20,0,bedroom,9,128
20,0,bedroom,12,129
20,0,bedroom,17,130
20,0,bedroom,13,131
20,0,bedroom,13,132
20,0,bedroom,11,133
20,0,bedroom,12,134
20,0,bedroom,19,135
20,0,bedroom,10,136
20,0,bedroom,12,137
20,0,bedroom,8,138
20,0,bedroom,10,139
20,0,bedroom,12,140
20,0,bedroom,13,141
20,0,bedroom,16,142
20,0,bedroom,16,143
20,0,bedroom,15,144
20,0,bedroom,11,145
20,0,bedroom,11,146
20,0,bedroom,11,147
20,0,bedroom,14,148
20,0,bedroom,13,149
20,0,bedroom,12,150
20,0,bedroom,11,151
20,0,bedroom,10,152
20,0,bedroom,11,153
20,0,bedroom,10,154
20,0,bedroom,12,155
20,0,bedroom,10,156
20,0,bedroom,12,157
20,0,bedroom,11,158
20,0,bedroom,8,159
20,0,bedroom,11,160
20,0,bedroom,9,161
20,0,bedroom,8,162
20,0,bedroom,10,163
20,0,bedroom,8,164
20,0,bedroom,8,165
20,0,bedroom,11,166
20,0,bedroom,8,167
20,0,bedroom,9,168
20,0,bedroom,8,169
20,0,bedroom,8,170
20,0,bedroom,7,171
20,0,bedroom,8,172
20,0,bedroom,8,173
20,0,bedroom,7,174
20,0,bedroom,19,175
20,0,bedroom,13,176
20,0,bedroom,20,177
20,0,bedroom,12,178
20,0,bedroom,10,179
20,0,bedroom,9,180
20,0,bedroom,11,181
20,0,bedroom,11,182
20,0,bedroom,36,183
20,0,bedroom,18,184
20,0,bedroom,12,185
20,0,bedroom,10,186
20,0,bedroom,15,187
20,0,bedroom,16,188
20,0,bedroom,11,189
20,0,bedroom,15,190
20,0,bedroom,13,191
20,0,bedroom,6,192
20,0,bedroom,11,193
20,0,bedroom,12,194
20,0,bedroom,10,195
20,0,bedroom,10,196
20,0,bedroom,10,197
20,0,bedroom,13,198
20,0,bedroom,11,199
20,0,bedroom,23,200
20,0,bedroom,11,201
20,0,bedroom,8,202
20,0,bedroom,14,203
20,0,bedroom,10,204
20,0,bedroom,9,205
20,0,bedroom,9,206
20,0,bedroom,9,207
20,0,bedroom,11,208
20,0,bedroom,8,209
20,0,bedroom,11,210
20,0,bedroom,11,211
20,0,bedroom,12,212
20,0,bedroom,12,213
20,0,bedroom,12,214
20,0,bedroom,9,215
20,0,bedroom,10,216
20,0,bedroom,11,217
20,0,bedroom,9,218
20,0,bedroom,9,219
20,0,bedroom,12,220
20,0,bedroom,12,221
20,0,bedroom,12,222
20,0,bedroom,12,223
20,0,bedroom,11,224
20,0,bedroom,11,225
20,0,bedroom,12,226
20,0,bedroom,10,227
20,0,bedroom,11,228
20,0,bedroom,11,229
20,0,bedroom,11,230
20,0,bedroom,9,231
20,0,bedroom,11,232
20,0,bedroom,10,233
20,0,bedroom,8,234
20,0,bedroom,9,235
20,0,bedroom,8,236
20,0,bedroom,7,237
20,0,bedroom,9,238
20,0,bedroom,8,239
20,0,bedroom,2.75,240
20,0,bedroom,6,241
20,0,bedroom,7,242
20,0,bedroom,6,243
20,0,bedroom,8,244
20,0,bedroom,8,245
20,0,bedroom,6,246
20,0,bedroom,2.75,247
20,0,bedroom,6,248
20,0,bedroom,9,249
20,0,bedroom,6,250
20,0,bedroom,6,251
20,0,bedroom,6,252
20,0,bedroom,8,253
20,0,bedroom,6,254
20,0,bedroom,2.75,255
20,0,bedroom,6,256
20,0,bedroom,7,257
20,0,bedroom,7,258
20,0,bedroom,9,259
20,0,bedroom,10,260
20,0,bedroom,8,261
20,0,bedroom,7,262
20,0,bedroom,10,263
20,0,bedroom,8,264
20,0,bedroom,13,265
20,0,bedroom,9,266
20,0,bedroom,15,267
20,0,bedroom,11,268
20,0,bedroom,7,269
20,0,bedroom,11,270
20,0,bedroom,9,271
20,0,bedroom,9,272
20,0,bedroom,7,273
20,0,bedroom,7,274
20,0,bedroom,6,275
20,0,bedroom,8,276
20,0,bedroom,7,277
20,0,bedroom,9,278
20,0,bedroom,7,279
20,0,bedroom,9,280
20,0,bedroom,8,281
20,0,bedroom,10,282
20,0,bedroom,9,283
20,0,bedroom,13,284
20,0,bedroom,10,285
20,0,bedroom,11,286
20,0,bedroom,10,287
20,0,bedroom,9,288
20,0,bedroom,8,289
20,0,bedroom,15,290
20,0,bedroom,10,291
20,0,bedroom,16,292
20,0,bedroom,9,293
20,0,bedroom,9,294
20,0,bedroom,9,295
20,0,bedroom,9,296
20,0,bedroom,8,297
20,0,bedroom,8,298
20,0,bedroom,9,299
20,0,bedroom,9,300
20,0,bedroom,12,301
20,0,bedroom,10,302
20,0,bedroom,8,303
20,0,bedroom,9,304
20,0,bedroom,9,305
20,0,bedroom,10,306
20,0,bedroom,9,307
20,0,bedroom,10,308
20,0,bedroom,8,309
20,0,bedroom,8,310
20,0,bedroom,8,311
20,0,bedroom,2.75,312
20,0,bedroom,2.75,313
20,0,bedroom,2.75,314
20,0,bedroom,36,315
20,0,bedroom,2.75,316
20,0,bedroom,2.75,317
20,0,bedroom,2.75,318
20,0,bedroom,9,319
20,0,bedroom,9,320
20,0,bedroom,7,321
20,0,bedroom,7,322
20,0,bedroom,6,323
20,0,bedroom,6,324
20,0,bedroom,6,325
20,0,bedroom,14,326
20,0,bedroom,6,327
20,0,bedroom,8,328
20,0,bedroom,2.75,329
20,0,bedroom,7,330
20,0,bedroom,7,331
20,0,bedroom,6,332
20,0,bedroom,6,333
20,0,bedroom,7,334
20,0,bedroom,6,335
20,0,bedroom,7,336
20,0,bedroom,7,337
20,0,bedroom,6,338
20,0,bedroom,7,339
20,0,bedroom,6,340
20,0,bedroom,7,341
20,0,bedroom,8,342
20,0,bedroom,7,343
20,0,bedroom,7,344
20,0,bedroom,8,345
20,0,bedroom,7,346
20,0,bedroom,6,347
20,0,bedroom,7,348
20,0,bedroom,2.75,349
20,0,bedroom,2.75,350
20,0,bedroom,2.75,351
20,0,bedroom,2.75,352
20,0,bedroom,2.75,353
20,0,bedroom,2.75,354
20,0,bedroom,2.75,355
20,0,bedroom,2.75,356
20,0,bedroom,2.75,357
20,0,bedroom,2.75,358
20,0,bedroom,2.75,359
20,0,bedroom,2.75,360
20,0,bedroom,2.75,361
20,0,bedroom,2.75,362
20,0,bedroom,2.75,363
20,0,bedroom,2.75,364
20,0,bedroom,2.75,365
20,0,bedroom,2.75,366
20,0,bedroom,6,367
20,0,bedroom,2.75,368
20,0,bedroom,2.75,369
20,0,bedroom,2.75,370
20,0,bedroom,6,371
20,0,bedroom,6,372
20,0,bedroom,6,373
20,0,bedroom,7,374
20,0,bedroom,6,375
20,0,bedroom,6,376
20,0,bedroom,7,377
20,0,bedroom,7,378
20,0,bedroom,2.75,379
20,0,bedroom,2.75,380
20,0,bedroom,2.75,381
20,0,bedroom,2.75,382
20,0,bedroom,2.75,383
20,0,bedroom,2.75,384
20,0,bedroom,2.75,385
20,0,bedroom,2.75,386
20,0,bedroom,2.75,387
20,0,bedroom,2.75,388
20,0,bedroom,2.75,389
20,0,bedroom,2.75,390
20,0,bedroom,2.75,391
20,0,bedroom,2.75,392
20,0,bedroom,2.75,393
20,0,bedroom,2.75,394
20,0,bedroom,2.75,395
20,0,bedroom,2.75,396
20,0,bedroom,2.75,397
20,0,bedroom,2.75,398
20,0,bedroom,6,399
20,0,bedroom,6,400
20,0,bedroom,2.75,401
20,0,bedroom,6,402
20,0,bedroom,6,403
20,0,bedroom,6,404
20,0,bedroom,7,405
20,0,bedroom,17,406
20,0,bedroom,9,407
20,0,bedroom,12,408
20,0,bedroom,9,409
20,0,bedroom,17,410
20,0,bedroom,10,411
20,0,bedroom,12,412
20,0,bedroom,11,413
20,0,bedroom,16,414
20,0,bedroom,2.75,415
20,0,bedroom,7,416
20,0,bedroom,2.75,417
20,0,bedroom,2.75,418
20,0,bedroom,9,419
20,0,bedroom,6,420
20,0,bedroom,15,421
20,0,bedroom,13,422
20,0,bedroom,9,423
20,0,bedroom,15,424
20,0,bedroom,6,425
20,0,bedroom,7,426
20,0,bedroom,7,427
20,0,bedroom,11,428
20,0,bedroom,7,429
20,0,bedroom,6,430
20,0,bedroom,6,431
20,0,bedroom,7,432
20,0,bedroom,2.75,433
20,0,bedroom,6,434
20,0,bedroom,2.75,435
20,0,bedroom,7,436
20,0,bedroom,6,437
20,0,bedroom,6,438
20,0,bedroom,6,439
20,0,bedroom,7,440
20,0,bedroom,6,441
20,0,bedroom,6,442
20,0,bedroom,2.75,443
20,0,bedroom,2.75,444
20,0,bedroom,6,445
20,0,bedroom,6,446
20,0,bedroom,6,447
20,0,bedroom,2.75,448
20,0,bedroom,2.75,449
20,0,bedroom,2.75,450
20,0,bedroom,2.75,451
20,0,bedroom,2.75,452
20,0,bedroom,6,453
20,0,bedroom,2.75,454
20,0,bedroom,2.75,455
20,0,bedroom,6,456
20,0,bedroom,2.75,457
20,0,bedroom,6,458
20,0,bedroom,2.75,459
20,0,bedroom,2.75,460
20,0,bedroom,2.75,461
20,0,bedroom,2.75,462
20,0,bedroom,2.75,463
20,0,bedroom,2.75,464
20,0,bedroom,2.75,465
20,0,bedroom,2.75,466
20,0,bedroom,2.75,467
20,0,bedroom,2.75,468
20,0,bedroom,2.75,469
20,0,bedroom,2.75,470
20,0,bedroom,2.75,471
20,0,bedroom,2.75,472
20,0,bedroom,2.75,473
20,0,bedroom,2.75,474
20,0,bedroom,2.75,475
20,0,bedroom,2.75,476
20,0,bedroom,2.75,477
20,0,bedroom,2.75,478
20,0,bedroom,2.75,479
20,0,bedroom,2.75,480
20,0,bedroom,2.75,481
20,0,bedroom,2.75,482
20,0,bedroom,2.75,483
20,0,bedroom,2.75,484
20,0,bedroom,2.75,485
20,0,bedroom,2.75,486
20,0,bedroom,2.75,487
20,0,bedroom,2.75,488
20,0,bedroom,2.75,489
20,0,bedroom,2.75,490
20,0,bedroom,2.75,491
20,0,bedroom,2.75,492
20,0,bedroom,2.75,493
20,0,bedroom,2.75,494
20,0,bedroom,2.75,495
20,0,bedroom,2.75,496
20,0,bedroom,2.75,497
20,0,bedroom,2.75,498
20,0,bedroom,2.75,499
20,0,bedroom,2.75,500
20,0,bedroom,2.75,501
20,0,bedroom,2.75,502
20,0,bedroom,2.75,503
20,0,bedroom,2.75,504
20,0,bedroom,2.75,505
20,0,bedroom,7,506
20,0,bedroom,8,507
20,0,bedroom,6,508
20,0,bedroom,7,509
20,0,bedroom,6,510
20,0,bedroom,16,511
20,0,bedroom,13,512
20,0,bedroom,81,513
20,0,bedroom,121,514
20,0,bedroom,145,515
20,0,bedroom,120,516
20,0,bedroom,116,517
20,0,bedroom,95,518
20,0,bedroom,83,519
20,0,bedroom,73,520
20,0,bedroom,61,521
20,0,bedroom,57,522
20,0,bedroom,52,523
20,0,bedroom,51,524
20,0,bedroom,43,525
20,0,bedroom,38,526
20,0,bedroom,39,527
20,0,bedroom,33,528
20,0,bedroom,32,529
20,0,bedroom,29,530
20,0,bedroom,33,531
20,0,bedroom,32,532
20,0,bedroom,27,533
20,0,bedroom,26,534
20,0,bedroom,25,535
20,0,bedroom,25,536
20,0,bedroom,21,537
20,0,bedroom,21,538
20,0,bedroom,22,539
20,0,bedroom,24,540
20,0,bedroom,26,541
20,0,bedroom,20,542
20,0,bedroom,18,543
20,0,bedroom,21,544
20,0,bedroom,22,545
20,0,bedroom,20,546
20,0,bedroom,18,547
20,0,bedroom,19,548
20,0,bedroom,15,549
20,0,bedroom,15,550
20,0,bedroom,15,551
20,0,bedroom,18,552
20,0,bedroom,18,553
20,0,bedroom,17,554
20,0,bedroom,15,555
20,0,bedroom,18,556
20,0,bedroom,16,557
20,0,bedroom,23,558
20,0,bedroom,17,559
20,0,bedroom,20,560
20,0,bedroom,22,561
20,0,bedroom,19,562
20,0,bedroom,17,563
20,0,bedroom,19,564
20,0,bedroom,19,565
20,0,bedroom,16,566
20,0,bedroom,16,567
20,0,bedroom,15,568
20,0,bedroom,16,569
20,0,bedroom,17,570
20,0,bedroom,15,571
20,0,bedroom,16,572
20,0,bedroom,15,573
20,0,bedroom,17,574
20,0,bedroom,19,575
20,0,bedroom,13,576
20,0,bedroom,16,577
20,0,bedroom,16,578
20,0,bedroom,18,579
20,0,bedroom,15,580
20,0,bedroom,16,581
20,0,bedroom,16,582
20,0,bedroom,16,583
20,0,bedroom,17,584
20,0,bedroom,16,585
20,0,bedroom,16,586
20,0,bedroom,15,587
20,0,bedroom,17,588
20,0,bedroom,17,589
20,0,bedroom,21,590
20,0,bedroom,18,591
20,0,bedroom,17,592
20,0,bedroom,15,593
20,0,bedroom,16,594
20,0,bedroom,17,595
20,0,bedroom,18,596
20,0,bedroom,16,597
20,0,bedroom,19,598
20,0,bedroom,17,599
20,0,bedroom,16,600
20,0,bedroom,17,601
20,0,bedroom,16,602
20,0,bedroom,16,603
20,0,bedroom,17,604
20,0,bedroom,17,605
20,0,bedroom,15,606
20,0,bedroom,16,607
20,0,bedroom,15,608
20,0,bedroom,19,609
20,0,bedroom,15,610
20,0,bedroom,20,611
20,0,bedroom,15,612
20,0,bedroom,19,613
20,0,bedroom,31,614
20,0,bedroom,36,615
20,0,bedroom,28,616
20,0,bedroom,25,617
20,0,bedroom,23,618
20,0,bedroom,24,619
20,0,bedroom,22,620
20,0,bedroom,21,621
20,0,bedroom,16,622
20,0,bedroom,15,623
20,0,bedroom,15,624
20,0,bedroom,14,625
20,0,bedroom,15,626
20,0,bedroom,15,627
20,0,bedroom,13,628
20,0,bedroom,15,629
20,0,bedroom,15,630
20,0,bedroom,13,631
20,0,bedroom,13,632
20,0,bedroom,13,633
20,0,bedroom,12,634
20,0,bedroom,13,635
20,0,bedroom,12,636
20,0,bedroom,13,637
20,0,bedroom,12,638
20,0,bedroom,12,639
20,0,bedroom,11,640
20,0,bedroom,11,641
20,0,bedroom,10,642
20,0,bedroom,8,643
20,0,bedroom,6,644
20,0,bedroom,2.75,645
20,0,bedroom,2.75,646
20,0,bedroom,2.75,647
20,0,bedroom,2.75,648
20,0,bedroom,2.75,649
20,0,bedroom,2.75,650
20,0,bedroom,2.75,651
20,0,bedroom,2.75,652
20,0,bedroom,2.75,653
20,0,bedroom,2.75,654
20,0,bedroom,2.75,655
20,0,bedroom,2.75,656
20,0,bedroom,2.75,657
20,0,bedroom,2.75,658
20,0,bedroom,2.75,659
20,0,bedroom,2.75,660
20,0,bedroom,2.75,661
20,0,bedroom,2.75,662
20,0,bedroom,2.75,663
20,0,bedroom,2.75,664
20,0,bedroom,2.75,665
20,0,bedroom,2.75,666
20,0,bedroom,2.75,667
20,0,bedroom,2.75,668
20,0,bedroom,2.75,669
20,0,bedroom,2.75,670
20,0,bedroom,2.75,671
20,0,bedroom,2.75,672
20,0,bedroom,2.75,673
20,0,bedroom,2.75,674
20,0,bedroom,2.75,675
20,0,bedroom,2.75,676
20,0,bedroom,2.75,677
20,0,bedroom,2.75,678
20,0,bedroom,2.75,679
20,0,bedroom,2.75,680
20,0,bedroom,2.75,681
20,0,bedroom,2.75,682
20,0,bedroom,2.75,683
20,0,bedroom,2.75,684
20,0,bedroom,2.75,685
20,0,bedroom,2.75,686
20,0,bedroom,2.75,687
20,0,bedroom,2.75,688
20,0,bedroom,2.75,689
20,0,bedroom,2.75,690
20,0,bedroom,2.75,691
20,0,bedroom,2.75,692
20,0,bedroom,2.75,693
20,0,bedroom,2.75,694
20,0,bedroom,2.75,695
20,0,bedroom,2.75,696
20,0,bedroom,2.75,697
20,0,bedroom,2.75,698
20,0,bedroom,2.75,699
20,0,bedroom,2.75,700
20,0,bedroom,11,701
20,0,bedroom,2.75,702
20,0,bedroom,7,703
20,0,bedroom,6,704
20,0,bedroom,2.75,705
20,0,bedroom,2.75,706
20,0,bedroom,2.75,707
20,0,bedroom,8,708
20,0,bedroom,11,709
20,0,bedroom,2.75,710
20,0,bedroom,12,711
20,0,bedroom,31,712
20,0,bedroom,19,713
20,0,bedroom,17,714
20,0,bedroom,16,715
20,0,bedroom,20,716
20,0,bedroom,32,717
20,0,bedroom,26,718
20,0,bedroom,28,719
20,0,bedroom,8,720
20,0,bedroom,7,721
20,0,bedroom,9,722
20,0,bedroom,2.75,723
20,0,bedroom,6,724
20,0,bedroom,31,725
20,0,bedroom,2.75,726
20,0,bedroom,2.75,727
20,0,bedroom,2.75,728
20,0,bedroom,2.75,729
20,0,bedroom,9,730
20,0,bedroom,2.75,731
20,0,bedroom,2.75,732
20,0,bedroom,2.75,733
20,0,bedroom,7,734
20,0,bedroom,6,735
20,0,bedroom,2.75,736
20,0,bedroom,2.75,737
20,0,bedroom,7,738
20,0,bedroom,6,739
20,0,bedroom,11,740
20,0,bedroom,9,741
20,0,bedroom,9,742
20,0,bedroom,10,743
20,0,bedroom,9,744
20,0,bedroom,13,745
20,0,bedroom,10,746
20,0,bedroom,11,747
20,0,bedroom,9,748
20,0,bedroom,11,749
20,0,bedroom,11,750
20,0,bedroom,12,751
20,0,bedroom,9,752
20,0,bedroom,14,753
20,0,bedroom,13,754
20,0,bedroom,12,755
20,0,bedroom,10,756
20,0,bedroom,10,757
20,0,bedroom,7,758
20,0,bedroom,12,759
20,0,bedroom,14,760
20,0,bedroom,17,761
20,0,bedroom,11,762
20,0,bedroom,8,763
20,0,bedroom,8,764
20,0,bedroom,7,765
20,0,bedroom,7,766
20,0,bedroom,11,767
20,0,bedroom,6,768
20,0,bedroom,7,769
20,0,bedroom,8,770
20,0,bedroom,7,771
20,0,bedroom,2.75,772
20,0,bedroom,6,773
20,0,bedroom,6,774
20,0,bedroom,6,775
20,0,bedroom,2.75,776
20,0,bedroom,9,777
20,0,bedroom,6,778
20,0,bedroom,2.75,779
20,0,bedroom,7,780
20,0,bedroom,7,781
20,0,bedroom,2.75,782
20,0,bedroom,7,783
20,0,bedroom,17,784
20,0,bedroom,26,785
20,0,bedroom,34,786
20,0,bedroom,34,787
20,0,bedroom,36,788
20,0,bedroom,46,789
20,0,bedroom,32,790
20,0,bedroom,34,791
20,0,bedroom,32,792
20,0,bedroom,33,793
20,0,bedroom,30,794
20,0,bedroom,34,795
20,0,bedroom,29,796
20,0,bedroom,24,797
20,0,bedroom,32,798
20,0,bedroom,29,799
20,0,bedroom,27,800
20,0,bedroom,23,801
20,0,bedroom,24,802
20,0,bedroom,21,803
20,0,bedroom,18,804
20,0,bedroom,17,805
20,0,bedroom,21,806
20,0,bedroom,15,807
20,0,bedroom,15,808
20,0,bedroom,15,809
20,0,bedroom,15,810
20,0,bedroom,16,811
20,0,bedroom,16,812
20,0,bedroom,14,813
20,0,bedroom,29,814
20,0,bedroom,18,815
20,0,bedroom,14,816
20,0,bedroom,15,817
20,0,bedroom,9,818
20,0,bedroom,13,819
20,0,bedroom,10,820
20,0,bedroom,7,821
20,0,bedroom,8,822
20,0,bedroom,7,823
20,0,bedroom,7,824
20,0,bedroom,9,825
20,0,bedroom,6,826
20,0,bedroom,6,827
20,0,bedroom,8,828
20,0,bedroom,13,829
20,0,bedroom,13,830
20,0,bedroom,8,831
20,0,bedroom,2.75,832
20,0,bedroom,2.75,833
20,0,bedroom,8,834
20,0,bedroom,2.75,835
20,0,bedroom,2.75,836
20,0,bedroom,2.75,837
20,0,bedroom,2.75,838
20,0,bedroom,2.75,839
20,0,bedroom,7,840
20,0,bedroom,6,841
20,0,bedroom,6,842
20,0,bedroom,6,843
20,0,bedroom,7,844
20,0,bedroom,9,845
20,0,bedroom,2.75,846
20,0,bedroom,11,847
20,0,bedroom,6,848
20,0,bedroom,2.75,849
20,0,bedroom,6,850
20,0,bedroom,2.75,851
20,0,bedroom,2.75,852
20,0,bedroom,6,853
20,0,bedroom,8,854
20,0,bedroom,2.75,855
20,0,bedroom,2.75,856
20,0,bedroom,2.75,857
20,0,bedroom,2.75,858
20,0,bedroom,2.75,859
20,0,bedroom,2.75,860
20,0,bedroom,2.75,861
20,0,bedroom,2.75,862
20,0,bedroom,2.75,863
20,0,bedroom,2.75,864
20,0,bedroom,2.75,865
20,0,bedroom,2.75,866
20,0,bedroom,7,867
20,0,bedroom,2.75,868
20,0,bedroom,2.75,869
20,0,bedroom,2.75,870
20,0,bedroom,2.75,871
20,0,bedroom,2.75,872
20,0,bedroom,2.75,873
20,0,bedroom,2.75,874
20,0,bedroom,2.75,875
20,0,bedroom,2.75,876
20,0,bedroom,2.75,877
20,0,bedroom,2.75,878
20,0,bedroom,2.75,879
20,0,bedroom,2.75,880
20,0,bedroom,2.75,881
20,0,bedroom,2.75,882
20,0,bedroom,2.75,883
20,0,bedroom,2.75,884
20,0,bedroom,2.75,885
20,0,bedroom,2.75,886
20,0,bedroom,2.75,887
20,0,bedroom,2.75,888
20,0,bedroom,2.75,889
20,0,bedroom,2.75,890
20,0,bedroom,2.75,891
20,0,bedroom,2.75,892
20,0,bedroom,2.75,893
20,0,bedroom,2.75,894
20,0,bedroom,2.75,895
20,0,bedroom,2.75,896
20,0,bedroom,2.75,897
20,0,bedroom,2.75,898
20,0,bedroom,2.75,899
20,0,bedroom,2.75,900
20,0,bedroom,2.75,901
20,0,bedroom,2.75,902
20,0,bedroom,2.75,903
20,0,bedroom,2.75,904
20,0,bedroom,2.75,905
20,0,bedroom,2.75,906
20,0,bedroom,11,907
20,0,bedroom,2.75,908
20,0,bedroom,2.75,909
20,0,bedroom,2.75,910
20,0,bedroom,2.75,911
20,0,bedroom,2.75,912
20,0,bedroom,2.75,913
20,0,bedroom,2.75,914
20,0,bedroom,2.75,915
20,0,bedroom,2.75,916
20,0,bedroom,2.75,917
20,0,bedroom,2.75,918
20,0,bedroom,2.75,919
20,0,bedroom,2.75,920
20,0,bedroom,2.75,921
20,0,bedroom,2.75,922
20,0,bedroom,2.75,923
20,0,bedroom,2.75,924
20,0,bedroom,2.75,925
20,0,bedroom,2.75,926
20,0,bedroom,2.75,927
20,0,bedroom,2.75,928
20,0,bedroom,2.75,929
20,0,bedroom,2.75,930
20,0,bedroom,2.75,931
20,0,bedroom,2.75,932
20,0,bedroom,2.75,933
20,0,bedroom,2.75,934
20,0,bedroom,2.75,935
20,0,bedroom,2.75,936
20,0,bedroom,2.75,937
20,0,bedroom,2.75,938
20,0,bedroom,2.75,939
20,0,bedroom,2.75,940
20,0,bedroom,2.75,941
20,0,bedroom,2.75,942
20,0,bedroom,2.75,943
20,0,bedroom,2.75,944
20,0,bedroom,2.75,945
20,0,bedroom,2.75,946
20,0,bedroom,2.75,947
20,0,bedroom,2.75,948
20,0,bedroom,2.75,949
20,0,bedroom,2.75,950
20,0,bedroom,2.75,951
20,0,bedroom,2.75,952
20,0,bedroom,2.75,953
20,0,bedroom,2.75,954
20,0,bedroom,2.75,955
20,0,bedroom,2.75,956
20,0,bedroom,2.75,957
20,0,bedroom,2.75,958
20,0,bedroom,2.75,959
20,0,bedroom,2.75,960
20,0,bedroom,2.75,961
20,0,bedroom,2.75,962
20,0,bedroom,2.75,963
20,0,bedroom,2.75,964
20,0,bedroom,2.75,965
20,0,bedroom,2.75,966
20,0,bedroom,2.75,967
20,0,bedroom,2.75,968
20,0,bedroom,2.75,969
20,0,bedroom,2.75,970
20,0,bedroom,2.75,971
20,0,bedroom,2.75,972
20,0,bedroom,2.75,973
20,0,bedroom,2.75,974
20,0,bedroom,2.75,975
20,0,bedroom,2.75,976
20,0,bedroom,2.75,977
20,0,bedroom,2.75,978
20,0,bedroom,2.75,979
20,0,bedroom,2.75,980
20,0,bedroom,2.75,981
20,0,bedroom,2.75,982
20,0,bedroom,2.75,983
20,0,bedroom,2.75,984
20,0,bedroom,2.75,985
20,0,bedroom,2.75,986
20,0,bedroom,2.75,987
20,0,bedroom,2.75,988
20,0,bedroom,2.75,989
20,0,bedroom,2.75,990
20,0,bedroom,2.75,991
20,0,bedroom,2.75,992
20,0,bedroom,2.75,993
20,0,bedroom,2.75,994
20,0,bedroom,7,995
20,0,bedroom,6,996
20,0,bedroom,11,997
20,0,bedroom,2.75,998
20,0,bedroom,2.75,999
20,0,bedroom,2.75,1000
20,0,bedroom,2.75,1001
20,0,bedroom,2.75,1002
20,0,bedroom,2.75,1003
20,0,bedroom,2.75,1004
20,0,bedroom,2.75,1005
20,0,bedroom,2.75,1006
20,0,bedroom,2.75,1007
20,0,bedroom,2.75,1008
20,0,bedroom,6,1009
20,0,bedroom,2.75,1010
20,0,bedroom,2.75,1011
20,0,bedroom,6,1012
20,0,bedroom,2.75,1013
20,0,bedroom,6,1014
20,0,bedroom,2.75,1015
20,0,bedroom,2.75,1016
20,0,bedroom,2.75,1017
20,0,bedroom,2.75,1018
20,0,bedroom,2.75,1019
20,0,bedroom,2.75,1020
20,0,bedroom,2.75,1021
20,0,bedroom,2.75,1022
20,0,bedroom,2.75,1023
20,0,bedroom,2.75,1024
20,0,bedroom,14,1025
20,0,bedroom,2.75,1026
20,0,bedroom,2.75,1027
20,0,bedroom,2.75,1028
20,0,bedroom,2.75,1029
20,0,bedroom,2.75,1030
20,0,bedroom,13,1031
20,0,bedroom,40,1032
20,0,bedroom,33,1033
20,0,bedroom,36,1034
20,0,bedroom,35,1035
20,0,bedroom,30,1036
20,0,bedroom,21,1037
20,0,bedroom,25,1038
20,0,bedroom,20,1039
20,0,bedroom,22,1040
